term,anger,disgust,fear,happiness,sadness,surprise
ορφανευω ,1.67,1.33,1.33,1.0,3.33,2.67
ορφανος ,1.67,1.33,1.33,1.0,3.33,2.67
οσκαρ ,1.0,1.0,1.0,4.0,1.0,5.0
οσμη ,1.0,3.5,1.0,3.5,1.0,3.5
οσφρηση ,1.0,1.0,1.0,2.0,1.0,4.0
οσφυοκαμπτης ,2.0,3.0,1.0,1.0,1.0,1.75
ουννος ,3.33,3.33,1.67,1.0,1.0,2.67
ουρακοταγκος ,2.75,3.25,1.5,1.0,1.0,2.25
ουρανια ,1.0,1.0,1.0,3.67,1.0,3.33
ουχι ,1.0,1.5,1.0,1.0,1.0,4.0
οφικιο ,1.67,2.67,1.0,1.0,1.0,1.33
οχετος ,3.0,3.25,1.0,1.0,1.0,2.0
οχι ,3.0,1.5,1.0,1.0,2.0,3.5
οχλος ,2.0,3.33,1.33,1.0,1.0,2.33
οχου ,2.5,3.25,1.0,1.75,2.0,2.0
παγερος ,2.0,2.5,2.5,1.0,1.0,3.0
παγερη ,2.0,2.5,2.5,1.0,1.0,3.0
παγερο ,2.0,2.5,2.5,1.0,1.0,3.0
παγωνω ,1.67,2.0,3.67,1.0,1.0,3.67
παζαρι ,1.5,3.0,1.0,1.0,1.0,1.5
παθαινω ,1.0,1.0,1.25,1.0,1.5,2.5
παθητικος ,1.5,3.0,1.0,1.0,1.0,2.0
παθητικη ,1.5,3.0,1.0,1.0,1.0,2.0
παθητικο ,1.5,3.0,1.0,1.0,1.0,2.0
παθιαζομαι ,2.33,1.33,1.67,2.33,1.0,3.33
παθος ,2.33,1.67,2.0,2.33,1.33,3.0
παιγνιδακι ,2.33,1.67,1.0,1.67,1.0,2.0
παιγνιδι ,2.0,2.0,1.0,2.0,1.0,3.0
παιδαριωδης ,1.75,2.25,1.0,1.0,1.0,2.0
παιδι ,2.0,2.5,1.0,2.5,1.0,3.0
παιδικος ,2.0,2.5,1.0,1.0,1.0,3.0
παιζω ,2.0,1.0,1.0,3.5,1.0,2.0
παιχνιδακι ,1.67,1.33,1.0,2.67,1.0,2.33
παιχνιδι ,1.0,1.0,1.0,3.5,1.0,4.0
παλαβιαρης ,2.33,2.67,1.67,1.67,1.33,3.0
παλαβρας ,2.67,2.67,1.67,1.67,1.33,3.67
παλαιοημερολογιτης ,2.5,3.5,1.0,1.0,1.0,3.0
παλαιοημερολογιτικος ,2.0,3.5,1.0,1.0,1.0,3.0
παλαιοντολογικος ,2.5,2.5,1.0,1.0,1.0,2.0
παλαντζας ,1.75,2.25,1.0,1.0,1.0,1.75
παλικαρας ,1.5,1.75,1.25,2.5,1.25,2.5
παλικαρι ,1.0,1.25,1.0,3.0,1.25,2.75
παλικαρια ,1.0,1.0,1.0,3.0,1.0,3.0
παλιοπαρεα ,1.33,1.33,1.0,3.67,1.0,2.67
παλιοχαρτο ,2.5,2.75,1.0,1.0,1.25,1.75
παλληκαρας ,1.5,1.75,1.25,2.25,1.25,2.25
παλληκαρια ,1.0,1.5,1.0,2.5,1.0,2.75
παλληκαρου ,1.5,1.75,1.0,2.25,1.25,2.5
παλλομαι ,1.0,1.0,2.0,3.5,1.0,3.0
παμφαγος ,1.0,1.0,1.0,2.5,1.0,3.5
Παναγια ,3.33,2.67,3.33,5.0,2.33,4.67
πανεμορφος ,1.0,1.0,1.0,4.25,1.0,3.0
πανεπιστημων ,1.67,3.0,1.0,1.0,1.0,2.0
πανηγυρι ,2.0,2.67,1.0,1.33,1.0,3.0
πανηγυριζω ,1.0,1.0,1.0,4.25,1.0,3.0
πανηγυρικος ,1.0,1.0,1.0,4.25,1.0,3.0
πανηγυρικη ,1.0,1.0,1.0,4.25,1.0,3.0
πανηγυρικο ,1.0,1.0,1.0,4.25,1.0,3.0
πανηγυρισμος ,1.0,1.0,1.0,4.25,1.0,3.0
πανηγυριτζης ,1.75,2.5,1.0,1.0,1.0,1.75
πανηγυριωτικος ,1.75,2.25,1.0,2.0,1.0,2.0
πανηγυρτζης ,1.75,2.5,1.0,1.0,1.0,1.75
πανθεο ,1.0,1.0,1.33,3.33,1.0,3.33
πανι ,2.0,2.0,4.5,1.0,1.0,1.5
πανικος ,1.75,1.75,4.0,1.0,1.25,3.75
παντογνωστης ,2.0,2.33,1.0,1.0,1.0,1.67
παντογνωστρια ,2.0,2.33,1.0,1.0,1.0,1.67
παπαδαριο ,2.67,3.0,1.0,1.0,1.0,2.0
παραγοντιζω ,1.5,2.0,1.0,1.0,1.0,1.5
παραθεριζω ,1.0,1.0,1.0,2.67,1.0,1.67
παραθερισμος ,1.0,1.0,1.0,2.67,1.0,1.67
παραισθηση ,1.33,1.67,2.0,1.0,1.0,2.67
παραιτω ,2.0,1.5,1.0,1.0,1.5,2.5
παρακεντες ,2.0,3.0,1.25,1.0,1.0,1.5
παρακρουση ,2.0,2.33,1.33,1.0,1.0,3.0
παραξενος ,1.67,2.0,2.0,1.0,1.0,3.33
παραξενη ,1.67,2.0,2.0,1.0,1.0,3.33
παραξενο ,1.67,2.0,2.0,1.0,1.0,3.33
παραπονο ,1.25,1.25,1.25,1.0,2.5,1.25
παρασταση ,1.0,1.0,1.0,2.0,1.0,2.5
παρατα ,3.25,1.75,1.0,1.0,1.25,2.5
παραφερομαι ,3.33,1.67,1.67,1.0,1.33,2.67
παραφορα ,3.0,1.33,1.67,1.0,1.33,2.67
παραφορος ,1.33,1.33,1.33,3.67,1.33,4.0
παραφορη ,1.33,1.33,1.33,3.67,1.33,4.0
παραφορο ,1.33,1.33,1.33,3.67,1.33,4.0
παρεα ,1.0,1.0,1.0,4.5,1.0,3.0
παρεισακτος ,2.0,2.67,1.33,1.0,1.33,2.0
παρεισακτη ,2.0,2.67,1.33,1.0,1.33,2.0
παρεισακτο ,2.0,2.67,1.33,1.0,1.33,2.0
παρεξηγηση ,2.0,1.5,1.0,1.0,1.0,3.5
παρορμηση ,1.67,1.33,1.33,1.0,1.0,3.33
παρταλι ,2.75,2.75,1.0,1.0,1.0,2.25
παρτσακλος ,2.75,2.75,1.0,1.0,1.0,2.25
πασαλειβω ,3.0,4.0,1.0,1.0,1.0,3.0
πασαλειφω ,3.0,4.0,1.0,1.0,1.0,3.0
πασπαρτου ,1.5,1.5,1.0,1.0,1.0,2.0
παστρικος ,2.0,2.5,1.0,1.25,1.0,1.75
παστωμα ,3.5,3.5,1.0,1.0,1.0,3.5
πασχω ,2.33,1.33,2.0,1.0,3.0,2.0
πατατας ,2.5,3.25,1.0,1.0,1.0,2.5
πατεντα ,1.0,1.0,1.0,3.0,1.0,4.0
πατεντατος ,1.0,1.33,1.0,2.0,1.0,1.67
πατερφαμιλιας ,1.0,2.0,1.0,2.5,1.0,3.0
πατερας ,1.0,1.0,1.0,5.0,1.0,4.0
πατερουλης ,1.0,1.0,1.0,3.5,1.0,2.5
πατριωτικος ,1.0,1.5,1.0,2.0,1.0,3.5
πατριωτικη ,1.0,1.5,1.0,2.0,1.0,3.5
πατριωτικο ,1.0,1.5,1.0,2.0,1.0,3.5
πατσαβουρα ,2.75,3.5,1.0,1.0,1.0,2.5
παχυδερμια ,1.5,3.0,1.0,1.0,1.0,2.25
παχυδερμισμος ,1.67,3.33,1.0,1.0,1.0,2.67
παχυδερμος ,1.75,3.25,1.25,1.0,1.0,2.25
παχυδερμη ,1.75,3.25,1.25,1.0,1.0,2.25
παχυδερμο ,1.75,3.25,1.25,1.0,1.0,2.25
πεζοδρομιο ,2.67,3.33,1.0,1.0,1.0,2.33
πεθαμενατζης ,1.67,3.0,2.33,1.0,1.67,1.67
πεθαμενατζιδικο ,1.67,3.0,2.33,1.0,1.67,1.67
πεινα ,2.0,1.75,2.25,1.0,2.25,2.0
πειναλας ,1.75,2.75,1.0,1.0,1.0,2.5
πειναλεος ,2.0,2.75,1.0,1.0,1.0,2.5
πεινω ,1.5,1.75,1.25,1.0,1.5,2.25
πειραζω ,2.5,1.75,1.25,1.25,1.75,2.0
πεκουνια ,1.5,2.5,1.0,1.0,1.0,2.5
πενθω ,1.0,1.25,1.75,1.0,4.5,1.5
πενταμορφος ,1.0,1.0,1.0,3.75,1.0,3.0
πεποιθηση ,1.0,1.0,1.0,3.0,1.0,4.0
περδικουλα ,1.0,1.0,2.67,2.67,1.33,4.0
περδομαι ,2.0,3.67,1.0,1.0,1.0,2.67
περιβαλλω ,1.0,1.0,1.0,3.0,1.0,2.5
περιγραφω ,1.0,1.0,1.0,2.0,1.0,3.0
περιεργος ,2.0,2.0,1.33,1.0,1.0,3.67
περιεργη ,2.0,2.0,1.33,1.0,1.0,3.67
περιεργο ,2.0,2.0,1.33,1.0,1.0,3.67
περικαλω ,1.33,1.33,1.0,1.0,1.0,1.33
περιπαθης ,1.33,2.33,1.0,2.0,1.0,2.33
περιπαθες ,1.33,2.33,1.0,2.0,1.0,2.33
περιποιουμαι ,1.33,1.33,1.0,3.0,1.0,2.67
περισπουδαστος ,1.0,1.67,1.0,1.0,1.0,1.67
περιττολογια ,1.33,1.67,1.0,1.0,1.0,1.33
περιφρονηση ,1.5,2.25,1.0,1.0,1.5,1.5
πεσκεσι ,1.0,1.67,1.0,2.0,1.33,2.0
πετρινος ,2.33,2.33,1.0,1.0,2.33,2.0
πετρινη ,2.33,2.33,1.0,1.0,2.33,2.0
πετρινο ,2.33,2.33,1.0,1.0,2.33,2.0
πετρωνω ,2.0,1.33,3.33,1.0,1.67,3.33
πετσι ,2.0,3.5,2.5,1.0,1.0,3.5
πηζω ,1.25,2.75,1.0,1.0,2.0,2.0
πηξιμο ,1.5,2.75,1.0,1.0,2.0,2.0
πιατικο ,2.0,2.0,1.0,1.0,1.0,2.0
πιεση ,2.33,2.0,1.67,1.0,1.0,2.0
πικα ,3.0,2.0,1.0,1.0,1.25,1.75
πικρα ,1.25,2.0,1.25,1.0,4.0,1.5
πικραινω ,1.25,1.75,1.25,1.0,4.25,1.75
πικραμενος ,1.5,1.75,1.25,1.0,4.25,1.5
πικραμενη ,1.5,1.75,1.25,1.0,4.25,1.5
πικραμενο ,1.5,1.75,1.25,1.0,4.25,1.5
πικρια ,1.5,1.75,1.25,1.0,4.25,1.5
πικριζω ,1.33,2.67,1.0,1.0,2.0,2.33
πικρισμα ,1.33,2.67,1.0,1.0,2.0,2.33
πικρος ,1.25,2.25,1.25,1.0,3.25,2.0
πικρη ,1.25,2.25,1.25,1.0,3.25,2.0
πικρο ,1.25,2.25,1.25,1.0,3.25,2.0
πιπα ,2.67,3.0,1.0,1.33,1.0,2.0
πλακα ,1.0,1.0,1.0,3.0,1.25,2.75
πλακωμα ,2.25,1.75,1.0,1.0,2.75,2.0
πλακωνω ,3.0,2.0,1.0,1.0,2.5,2.0
πλακωση ,1.25,1.75,1.25,1.0,3.0,2.0
πλανταζω ,1.25,1.75,1.25,1.0,3.75,2.75
πλασματικος ,1.0,2.0,1.0,1.0,1.0,3.0
πλασματικη ,1.0,2.0,1.0,1.0,1.0,3.0
πλασματικο ,1.0,2.0,1.0,1.0,1.0,3.0
πλεμπα ,2.25,3.5,1.0,1.0,1.0,2.0
πλημμυριζω ,2.5,1.5,2.5,3.0,2.0,3.0
πληξη ,1.0,1.75,1.5,1.0,1.75,2.0
πληρης ,1.0,1.0,1.0,4.5,1.0,2.0
πληρες ,1.0,1.0,1.0,4.5,1.0,2.0
πληττω ,1.5,2.0,1.75,1.0,1.75,2.0
πνιγω ,3.33,2.67,1.33,1.0,2.0,2.0
ποδι ,4.0,2.0,1.0,1.0,1.0,3.0
ποδοσφαιροποιηση ,2.33,2.67,1.0,1.0,1.0,2.0
ποθω ,1.0,1.0,1.0,3.5,1.0,2.25
ποιηση ,1.0,1.0,1.0,3.0,1.0,3.0
ποιον ,2.0,3.0,1.0,2.0,1.0,2.0
ποιοτητα ,1.5,1.5,1.0,2.5,1.0,3.0
πολιτικαντης ,2.25,3.0,1.0,1.0,1.0,1.25
πολιτικαντικος ,2.25,3.0,1.0,1.0,1.0,1.25
πολιτικαντισμος ,2.25,3.0,1.0,1.0,1.0,1.25
πολυξερος ,2.33,3.0,1.0,1.0,1.0,2.67
ποναω ,1.25,1.75,2.0,1.0,2.75,2.25
πονοκεφαλιαζω ,1.25,2.75,1.0,1.0,1.75,2.5
πονος ,1.25,1.75,2.0,1.0,2.5,2.25
ποντικοκουραδο ,3.0,4.33,1.0,1.0,1.0,3.0
πορνογραφια ,2.0,3.0,1.0,1.0,1.0,2.33
πουσταρας ,4.0,4.5,1.0,1.0,1.0,2.5
πουσταριο ,4.0,4.5,1.0,1.0,1.0,2.25
πουστης ,4.75,4.5,2.0,2.0,2.25,3.75
πουτσαρας ,3.25,3.5,1.0,1.5,1.0,2.5
πουτσος ,4.33,4.0,1.0,2.0,1.0,3.67
πραγματισμος ,1.0,1.5,1.0,2.0,1.0,3.0
πραγματιστης ,1.0,2.0,1.0,2.0,1.0,3.5
πραιτοριανος ,2.0,3.5,1.0,1.0,1.0,2.0
πρακτορειο ,2.0,2.0,1.0,1.0,1.0,2.0
πρακτορευση ,1.5,3.0,1.0,1.0,1.0,2.0
πρακτορευω ,1.5,3.0,1.0,1.0,1.0,2.0
προαιρεση ,1.0,1.0,1.0,2.33,1.0,2.33
προαισθανομαι ,1.0,1.0,2.33,2.0,1.33,2.33
προαισθημα ,1.0,1.0,2.33,2.0,1.33,3.0
προαισθηση ,1.0,1.0,2.33,2.0,1.33,3.0
προβλεπω ,1.0,1.0,2.0,3.5,1.5,4.0
προβλεψη ,1.0,1.0,2.0,3.5,1.5,3.5
προβολη ,1.0,1.0,1.0,3.0,1.0,3.0
προελευση ,1.0,1.5,1.0,2.5,1.0,3.5
προκοβω ,1.67,1.67,1.0,2.67,1.0,3.0
προκομμενος ,1.0,1.33,1.0,3.33,1.0,3.0
προκοπη ,1.67,1.33,1.0,3.0,1.0,3.0
προμαντεμα ,1.0,1.0,2.0,2.0,1.5,2.5
προμαντευω ,1.0,1.0,2.0,2.0,1.5,2.5
προμηνυμα ,1.0,1.0,2.0,2.0,1.5,3.0
προσευχη ,1.0,1.0,2.0,3.0,1.5,2.5
προσηλυτος ,1.5,2.5,1.0,1.0,1.0,2.5
προσκυνημα ,2.0,3.0,1.0,1.5,1.5,2.5
προσκυνω ,1.67,2.0,1.0,2.0,1.0,2.33
προσοψη ,2.0,2.0,1.0,1.0,1.0,2.0
προσπαθω ,1.0,1.0,1.0,4.0,1.0,4.0
προσποιηση ,2.0,2.5,1.0,1.0,1.0,2.5
προσποιητος ,1.67,2.67,1.0,1.0,1.0,2.33
προσποιητη ,1.67,2.67,1.0,1.0,1.0,2.33
προσποιητο ,1.67,2.67,1.0,1.0,1.0,2.33
προστατευω ,1.0,1.0,1.0,3.0,1.0,2.33
προστατης ,1.0,1.33,1.33,3.0,1.0,2.33
προστατιδα ,1.0,1.33,1.33,3.0,1.0,2.33
προστατις ,1.0,1.33,1.33,3.0,1.0,2.33
προστατρια ,1.0,1.33,1.33,3.0,1.0,2.33
προσυμφωνω ,2.5,2.0,1.0,1.0,1.0,3.0
προσφερω ,1.0,1.0,1.0,4.0,1.0,2.5
προσωπειο ,3.0,3.0,2.0,1.0,1.0,3.5
προσωπιδα ,3.0,3.0,2.0,1.0,1.0,3.5
προφεσορας ,2.0,2.67,1.0,1.0,1.0,2.33
προφητης ,3.0,3.0,1.0,1.0,1.0,3.0
προφητισσα ,3.0,3.0,1.0,1.0,1.0,3.0
προχειρος ,1.33,1.67,1.0,1.0,1.0,2.0
πρωην ,3.0,4.0,1.0,1.0,1.0,3.0
πρωτακι ,1.0,1.67,1.0,2.33,1.0,3.0
πρωτογνωρος ,1.0,1.0,1.0,2.67,1.0,3.67
πρωτογνωρη ,1.0,1.0,1.0,2.67,1.0,3.67
πρωτογνωρο ,1.0,1.0,1.0,2.67,1.0,3.67
πρωτοπαλικαρο ,1.0,1.33,1.0,2.67,1.0,2.67
πυρα ,1.0,1.0,1.0,3.5,1.0,4.0
πυργοδεσποινα ,1.33,2.33,1.0,1.0,1.0,1.67
πυργοδεσποτης ,1.33,2.33,1.0,1.0,1.0,1.67
πυρετος ,2.5,2.0,2.0,1.0,1.0,2.5
πυρινος ,1.33,1.67,1.0,1.0,1.0,2.67
πυρινη ,1.33,1.67,1.0,1.0,1.0,2.67
πυρινο ,1.33,1.67,1.0,1.0,1.0,2.67
πυρπολω ,3.0,2.0,2.0,1.0,1.0,3.0
πυρωνω ,2.5,3.0,2.0,1.0,1.0,3.0
πυρωση ,2.0,2.33,1.67,1.33,1.0,2.67
πωρωνω ,1.75,1.5,1.5,1.5,1.0,2.75
πωρωση ,1.5,1.0,1.5,2.5,1.0,2.75
ραβασακι ,1.33,2.0,1.0,1.33,1.0,2.33
ραγιαδικος ,2.0,3.0,1.67,1.0,1.33,2.0
ραγιαδικη ,2.0,3.0,1.67,1.0,1.33,2.0
ραγιαδικο ,2.0,3.0,1.67,1.0,1.33,2.0
ραγιαδισμος ,2.0,3.0,1.67,1.0,1.33,2.0
ραγιας ,2.25,2.75,1.5,1.0,1.25,1.75
ραγιζω ,1.33,1.33,1.67,1.0,3.67,2.33
ραλιστας ,1.0,3.0,1.0,1.0,1.0,2.0
ραμολης ,2.0,3.25,1.0,1.0,1.0,2.0
ραμολι ,2.0,3.25,1.0,1.0,1.0,2.0
ραμολιμεντο ,2.0,3.25,1.0,1.0,1.0,1.75
ρεβεραντζα ,1.67,3.0,1.0,1.0,1.33,1.67
ρεμπεσκες ,1.5,3.25,1.0,1.0,1.0,1.5
ρεταλακι ,2.0,3.0,1.0,1.0,1.0,3.0
ρεταλι ,1.67,3.67,1.0,1.0,1.0,2.33
ρετσετα ,1.0,2.0,1.0,1.0,1.0,2.33
ρημαδα ,2.75,2.25,1.0,1.0,1.5,2.5
ρημαδι ,2.75,2.25,1.0,1.0,1.5,2.5
ρητορεια ,2.0,2.0,1.0,1.0,1.0,4.0
ριγω ,1.25,1.75,3.25,1.0,3.5,2.75
ροδινος ,1.0,1.0,1.0,3.25,1.0,2.25
ροδινη ,1.0,1.0,1.0,3.25,1.0,2.25
ροδινο ,1.0,1.0,1.0,3.25,1.0,2.25
ρομαντζα ,1.0,1.25,1.0,2.5,1.0,2.25
ρομαντικος ,1.0,1.0,1.0,3.25,1.0,2.5
ρομαντικη ,1.0,1.0,1.0,3.25,1.0,2.5
ρομαντικο ,1.0,1.0,1.0,3.25,1.0,2.5
ρομαντισμος ,1.0,1.0,1.0,3.25,1.0,2.0
ροτα ,1.0,1.0,1.0,3.0,1.0,3.0
ρουφηχτρα ,3.0,3.5,2.0,1.0,1.0,3.0
ρουφιανος ,3.5,4.25,2.0,1.0,1.0,2.5
ρωμαιικος ,1.0,1.0,1.0,3.0,1.0,3.5
ρωμια ,1.0,1.0,1.0,3.0,1.0,3.5
ρωμιος ,1.0,1.0,1.0,3.0,1.0,3.5
Ρωμιος ,1.0,1.0,1.0,3.0,1.0,3.5
ρωμιοσυνη ,1.0,1.0,1.0,2.67,1.0,2.67
σαβουρα ,2.5,3.5,1.0,1.0,1.0,2.25
σαδισμος ,1.33,2.67,1.33,1.0,1.0,2.67
σαδιστης ,2.0,3.0,1.67,1.0,1.0,2.67
σαδιστικος ,2.0,3.0,1.67,1.0,1.0,2.67
σαδιστικη ,2.0,3.0,1.67,1.0,1.0,2.67
σαδιστικο ,2.0,3.0,1.67,1.0,1.0,2.67
σαινι ,1.0,1.25,1.0,3.0,1.0,3.25
σακατιλικι ,1.67,2.67,1.33,1.0,1.33,2.33
σακατισσα ,2.0,2.67,1.33,1.0,1.33,2.33
σαλιαριζω ,1.5,3.5,1.0,1.0,1.0,2.25
σαλιαρισμα ,1.5,3.5,1.0,1.0,1.0,2.25
σαμιαμιδι ,2.0,3.0,1.0,1.0,1.0,2.67
σαμιαμιθι ,2.0,3.0,1.0,1.0,1.0,2.67
σαντεζα ,1.5,2.75,1.0,1.0,1.0,2.0
σαπουνοπερα ,1.75,2.75,1.0,1.0,1.0,1.75
σαραβαλο ,1.75,2.5,1.0,1.0,1.0,2.0
σαρκα ,2.5,3.0,1.0,1.0,1.0,2.5
σαρκιο ,3.0,3.0,1.0,1.0,1.0,2.5
σαρξ ,3.0,3.0,1.0,1.0,1.0,2.5
σαστιζω ,1.0,1.25,2.25,1.0,1.5,4.5
σαστισμενος ,1.0,1.25,2.25,1.0,1.5,4.5
σαστισμενη ,1.0,1.25,2.25,1.0,1.5,4.5
σαστισμενο ,1.0,1.25,2.25,1.0,1.5,4.5
σβιγκος ,1.5,3.5,1.0,1.0,1.0,2.5
σεβασμος ,1.0,1.0,1.0,2.5,1.0,2.25
σεβομαι ,1.0,1.0,1.0,2.5,1.0,2.0
σεμνυνομαι ,1.0,1.0,1.0,2.75,1.0,2.25
σερνω ,1.67,2.0,1.33,1.0,1.67,1.33
σιγουρια ,1.0,1.0,1.0,3.5,1.0,2.0
σιγω ,1.0,1.0,1.67,1.0,1.33,2.0
σιλικονατος ,1.5,2.5,1.0,1.0,1.0,2.0
σιναφι ,2.0,3.25,1.5,1.0,1.0,1.75
σιροπιαζω ,1.0,3.0,1.0,1.0,1.0,1.5
σιτεμενος ,2.0,2.67,1.0,1.0,1.0,2.0
σιτευω ,2.0,3.0,1.0,1.0,1.0,2.5
σιχαινομαι ,2.75,4.75,1.0,1.0,1.0,2.0
σιχαμαρα ,2.5,4.75,1.0,1.0,1.0,2.0
σιχασια ,2.5,4.75,1.0,1.0,1.0,2.0
σιωπη ,1.0,1.0,1.5,1.0,1.0,2.5
σιωπω ,1.0,1.0,1.67,1.0,1.33,2.0
σκανδαλιζω ,1.0,2.0,1.0,1.0,1.0,2.75
σκανδαλιστικος ,1.0,2.0,1.0,1.0,1.0,2.75
σκανδαλιστικη ,1.0,2.0,1.0,1.0,1.0,2.75
σκανδαλιστικο ,1.0,2.0,1.0,1.0,1.0,2.75
σκασμος ,3.5,2.5,1.0,1.0,1.0,3.0
σκατα ,3.5,4.5,1.25,1.0,1.5,3.25
σκατακια ,3.0,4.33,1.0,1.0,1.0,3.0
σκατενιος ,4.25,4.75,1.0,1.0,1.0,2.5
σκατης ,3.0,4.5,1.0,1.0,1.0,2.75
σκατιλα ,3.25,4.75,1.0,1.0,1.25,3.0
σκατο ,3.25,4.25,1.0,1.0,1.0,2.5
σκατογερος ,4.0,4.25,1.0,1.0,1.0,2.5
σκατογρια ,4.0,4.25,1.0,1.0,1.0,2.5
σκατοδουλεια ,3.5,3.75,1.0,1.0,1.25,2.5
σκατολογα ,4.33,4.0,1.0,1.0,1.0,3.0
σκατουλα ,4.0,4.67,1.0,1.0,1.0,3.0
σκατουλακι ,3.0,4.67,1.0,1.33,1.0,3.0
σκατουλι ,3.0,4.33,1.0,1.33,1.0,3.0
σκατουλιτσα ,3.0,4.33,1.0,1.33,1.0,3.0
σκατωνω ,3.67,4.67,1.0,1.0,1.67,3.67
σκαω ,3.5,2.5,1.0,1.0,1.0,3.0
σκελετος ,1.5,3.5,2.0,1.0,1.0,4.0
σκιρτημα ,1.0,1.0,1.0,3.75,1.0,3.25
σκιρτω ,1.0,1.0,1.0,3.75,1.0,3.25
σκλαβια ,2.0,2.5,2.0,1.0,1.5,2.0
σκλαβος ,2.0,2.5,2.0,1.0,1.5,1.75
σκλαβωνω ,2.0,2.5,2.0,2.5,1.25,2.25
σκοτιζω ,1.75,1.75,1.0,1.0,1.5,2.25
σκουριαζω ,1.67,2.67,1.0,1.0,1.0,2.33
σκυλαραπας ,3.25,4.5,1.75,1.0,1.0,2.25
σκυλι ,2.0,1.33,1.0,2.33,1.0,3.0
σκυλολοι ,2.75,3.5,1.5,1.0,1.0,2.25
σκυλομουρης ,2.75,3.25,1.5,1.0,1.0,2.25
σμπαραλιαζω ,1.5,1.75,1.0,1.0,2.5,2.0
σοι ,2.0,2.0,1.0,1.0,1.0,2.5
σοκαρω ,1.0,2.0,1.5,1.0,1.5,3.75
σουαρε ,1.0,2.0,1.0,1.0,1.0,2.0
σουβλια ,1.33,2.33,1.67,1.0,1.67,3.33
σουλιμας ,1.67,2.33,1.0,1.0,1.0,1.67
σουρεαλ ,1.0,1.67,1.0,1.0,1.0,3.0
σουρεαλιστικος ,1.0,1.67,1.0,1.0,1.0,2.67
σουτ ,2.33,1.33,1.0,1.0,1.0,3.33
σουταρω ,2.33,1.33,1.0,1.0,1.0,2.67
σουφραζετα ,1.5,2.5,1.0,1.0,1.0,2.0
σοφια ,1.0,1.0,1.0,3.5,1.0,4.0
σοφολογιοτατος ,1.0,1.0,1.0,2.67,1.0,3.0
σπαραζω ,1.75,2.0,1.0,1.0,4.0,2.75
σπαραξικαρδιος ,1.0,1.75,1.0,1.0,4.25,2.25
σπαραχτικος ,1.0,1.75,1.0,1.0,4.25,2.75
σπαραχτικη ,1.0,1.75,1.0,1.0,4.25,2.75
σπαραχτικο ,1.0,1.75,1.0,1.0,4.25,2.75
σπιτι ,1.0,1.0,1.0,5.0,1.0,3.0
σπιτωνω ,2.33,1.67,1.0,1.0,1.0,2.67
σπλαχνικος ,1.0,1.0,1.0,2.25,1.75,2.25
σπλαχνικη ,1.0,1.0,1.0,2.25,1.75,2.25
σπλαχνικο ,1.0,1.0,1.0,2.25,1.75,2.25
σπλαχνο ,1.0,1.0,1.0,3.67,1.0,3.0
σπουδαιολογημα ,1.0,2.33,1.0,1.0,1.0,1.67
σπουδαιολογια ,1.0,2.33,1.0,1.0,1.0,1.67
σπουδαιος ,1.0,1.0,1.0,3.33,1.0,3.33
σταλαζω ,1.0,1.67,1.0,1.67,1.33,1.33
στατικος ,1.0,1.67,1.0,1.0,1.0,1.33
στατικη ,1.0,1.67,1.0,1.0,1.0,1.33
στατικο ,1.0,1.67,1.0,1.0,1.0,1.33
σταχτοπουτα ,2.0,2.33,1.0,1.0,1.33,3.0
στεγνα ,1.0,2.5,1.0,1.0,1.0,2.0
στεγνος ,1.5,2.5,1.0,1.0,1.0,2.0
στεγνη ,1.5,2.5,1.0,1.0,1.0,2.0
στεγνο ,1.5,2.5,1.0,1.0,1.0,2.0
στεγνωνω ,1.0,2.5,1.0,1.0,1.0,1.5
στεκα ,2.0,2.67,1.0,1.0,1.0,2.33
στεναχωρος ,1.0,1.25,1.0,1.0,2.75,1.75
στεναχωρη ,1.0,1.25,1.0,1.0,2.75,1.75
στεναχωρο ,1.0,1.25,1.0,1.0,2.75,1.75
στενοχωρημενος ,1.0,1.25,1.0,1.0,3.25,1.75
στενοχωρημενη ,1.0,1.25,1.0,1.0,3.25,1.75
στενοχωρημενο ,1.0,1.25,1.0,1.0,3.25,1.75
στενοχωρια ,1.0,1.25,1.0,1.0,3.25,1.75
στενοχωρος ,1.0,1.25,1.0,1.0,3.25,1.75
στενοχωρη ,1.0,1.25,1.0,1.0,3.25,1.75
στενοχωρο ,1.0,1.25,1.0,1.0,3.25,1.75
στενοχωρω ,1.0,1.25,1.0,1.0,3.25,1.75
στερεοτυπος ,1.0,2.0,1.0,1.0,1.0,1.5
στερεοτυπη ,1.0,2.0,1.0,1.0,1.0,1.5
στερεοτυπο ,1.0,2.0,1.0,1.0,1.0,1.5
στερηση ,1.0,1.67,1.0,1.0,2.33,1.33
στερια ,1.0,1.0,2.0,4.0,1.0,3.0
στερω ,1.0,1.33,1.0,1.0,2.33,1.33
στηθοκοπιεμαι ,1.5,1.5,1.0,1.0,2.5,2.0
στιλακι ,1.67,2.33,1.0,1.67,1.0,2.67
στιλιζαρισμα ,1.0,2.33,1.0,1.0,1.0,2.33
στιλιζαρω ,1.0,2.33,1.0,1.0,1.0,2.33
στιφη ,3.0,2.67,1.33,1.0,1.0,2.0
στολιδι ,1.0,1.0,1.0,2.75,1.0,2.25
στομαχι ,1.0,3.5,1.5,1.0,1.5,1.5
στομωμα ,1.5,2.5,1.0,1.0,1.0,1.5
